order_item_id,product_category_name,product_category_name_english
15543,cama_mesa_banho,bed_bath_table
11540,moveis_decoracao,furniture_decor
11081,beleza_saude,health_beauty
9932,esporte_lazer,sports_leisure
9874,informatica_acessorios,computers_accessories
16,portateis_cozinha_e_preparadores_de_alimentos, portable_kitchen_appliances
16,la_cuisine,la_cuisine
11,pc_gamer, gaming_pc
8,fashion_roupa_infanto_juvenil,fashion_childrens_clothes
2,seguros_e_servicos,security_and_services
